STATE	CITY	APPLICANT/LICENSEE NAME	LICENSE NO.	DOCKET	REGION	RECEIVED	TYPE/ACTION
PA	WHITEHALL	"PRIME NDT SERVICES, INC.           "	37-23370-01  	3020982	1	40583	4
PR	CATANO	"ALONSO & CARUS IRON WORKS, INC.    "	52-21350-01  	3020541	1	40583	4
TN	CHATTANOOGA	TENNESSEE VALLEY AUTHORITY         	41-06832-06  	3017797	1	40583	4
WV	HUNTINGTON	"HUNTINGTON TESTING & TECHNOLOGY,INC"	47-23076-01  	3020243	1	40583	4
VI	ST. THOMAS	SCHNEIDER REGIONAL MEDICAL CENTER  	55-17986-01  	3013764	1	40583.57851	4
HI	HONOLULU	HAWAII MEDICAL CENTER      	53-11966-01  	3003557	4	40584	4
HI	KAPOLEI	TESORO HAWAII CORPORATION          	53-23232-01  	3020394	4	40584	3
ID	CHUBBUCK	XCELL ENGINEERING LLC              	11-29226-01  	3037146	4	40584	4
IN	CRAWFORDSVILLE	"ST. CLARE MEDICAL CENTER, INC.     "	13-16622-01  	3011342	3	40584	4
MS	VICKSBURG	"ARMY, DEPARTMENT OF THE            "	23-01544-09  	3005061	4	40584	4
TX	HOUSTON	"ROXAR FLOW MEASUREMENT, INC.                        "	42-27765-01  	3036402	4	40584	4
WV	SOUTH CHARLESTON	KOKOSING CONSTRUCTION COMPANY INC.	47-25178-01  	3032573	1	40584.49368	4
KY	FT. CAMPBELL	"ARMY, DEPARTMENT OF THE            "	16-30845-01  	3036430	1	40584.51473	4
WV	FAIRMONT	FAIRMONT GENERAL HOSPITAL          	47-17929-01  	3013661	1	40584.59751	4
MO	JOPLIN	FREEMAN - OAK HILL HEALTH SYSTEM   	24-17205-01  	3012360	3	40584.63535	4
IN	INDIANAPOLIS	INDIANA HEART HOSPITAL             	13-24834-01  	3029663	3	40584.64018	4
CT	EAST HARTFORD	"CABRERA SERVICES, INC.             "	06-30556-01  	3035316	1	40585	8
DC	WASHINGTON	FORT MYER CONSTRUCTION CORPORATION 	08-30263-01  	3034012	1	40585	3
DE	DELAWARE CITY	"DELAWARE CITY REFINING COMPANY, LLC"	07-31432-01	3038418	1	40585	2
MI	JACKSON	ALLEGIANCE HEALTH                  	21-00258-06  	3001990	3	40585	3
MI	Southfield	A.A. & A. Medical Corporation		3038423	3	40585	2
MO	COLUMBIA	"ANALYTICAL BIO-CHEMISTRY LABS., INC"	24-13365-01  	3005154	3	40585	6
PA	BENTON	GAMMA IRRADIATOR SERVICE           	37-30850-01  	3036438	1	40585	4
TX	ALVIN	"TEAM INDUSTRIAL SERVICES, INC.     "	42-32219-01  	3035252	4	40585	4
WV	WHEELING	OHIO VALLEY MEDICAL CENTER         	47-17282-01  	3012498	1	40585	4
CT	MARLBOROUGH	"MIDDLESEX CARDIOLOGY ASSOCIATES, P.C."	06-23559-01  	3028939	1	40588	4
IN	CRAWFORDSVILLE	NUCOR STEEL CORPORATION            	13-25975-01  	3030835	3	40588	4
IN	INDIANAPOLIS	"ANDREWS ENVIRONMENTAL ENG., INC.   "	13-32079-01  	3034711	3	40588	4
IN	TERRE HAUTE	TERRE HAUTE REGIONAL HOSPITAL      	13-09649-02  	3009540	3	40588	3
VT	MORRISVILLE	COPLEY HOSPITAL                    	44-19196-01  	3017125	1	40588	4
WV	BRIDGEPORT	"ASSOCIATED SPECIALISTS, INC.        "	47-31344-02  	3037941	1	40588.5669	4
IN	FRANKLIN	REGIONAL SERVICES CORPORATION      	13-26017-01  	3031001	3	40588.6383	4
IN	ANDERSON	"MADISON COUNTY CANCER CARE CTR.,LLC"	13-32500-01  	3036525	3	40589	4
IN	GOSHEN	GOSHEN GENERAL HOSPITAL            	13-18845-01  	3014254	3	40589	4
MI	KALAMAZOO	WESTERN MICHIGAN UNIVERSITY        	21-03336-09  	3028669	3	40589	4
MI	KALAMAZOO	WESTERN MICHIGAN UNIVERSITY        	21-03336-10  	3035835	3	40589	4
MT	RONAN	ST. LUKE COMMUNITY HOSPITAL	25-29421-01	3038419	4	40589	2
NJ	FT. MONMOUTH	"ARMY, DEPARTMENT OF THE            "	29-01022-06  	3005248	1	40589	7
UT	DUGWAY	"ARMY, DEPARTMENT OF THE            "	43-01316-10  	3036202	4	40589	4
TX	ALVIN	"TEAM INDUSTRIAL SERVICES, INC.     "	42-32219-01  	3035252	4	40589.35238	4
CT	MYSTIC	MONSANTO COMPANY                   	06-28624-01  	3032126	1	40590	5
ID	IDAHO FALLS	"HARPER-LEAVITT ENGINEERING, INC.   "	11-27395-01  	3032220	4	40590	4
IN	BLOOMINGTON	BLOOMINGTON HOSPITAL               	13-10408-02  	3001644	3	40590	4
IN	EVANSVILLE	RADIOPHARMACY INCORPORATED         	13-26246-01MD	3031910	3	40590	3
MI	COLDWATER	COMMUNITY HEALTH CTR. BRANCH COUNTY	21-16642-01  	3011390	3	40590	3
PA	PITTSBURGH	MINE SAFETY APPLIANCES COMPANY     	37-00261-04  	3015060	1	40590	5
PR	SAN JUAN	CENTRO CARDIOVASCULAR DE PUERTO RICO Y DEL CARIBE 	52-25283-01  	3033425	1	40590	4
SD	SIOUX FALLS	DMS HEALTH TECHNOLOGIES            	40-32477-01  	3036404	4	40590	8
VA	CHARLOTTESVILLE	"ARMY, DEPARTMENT OF THE            "	45-25134-01  	3032042	1	40590	4
MI	DETROIT	DMC/SINAI-GRACE HOSPITAL           	SNM-1991     	7003072	3	40591	4
MI	NOVI	"NOVI SURGERY CENTER, LLC           "	21-32777-01  	3038209	3	40591	5
TX	SUGAR LAND	SCHLUMBERGER TECHNOLOGY CORP.      	42-00090-03  	3006388	4	40591	4
WI	COTTAGE GROVE	NORTHERN SHARED MEDICAL SERVICES   	48-32697-01  	3037826	3	40591	4
CT	HARTFORD	ST. FRANCIS HOSPITAL AND  MEDICAL CENTER	06-00854-03  	3001246	1	40591.49561	4
WV	PARKERSBURG	CAMDEN-CLARK MEMORIAL HOSPITAL CORPORATION	47-09772-02  	3003390	1	40591.59021	4
DE	SEAFORD	NANTICOKE MEMORIAL HOSPITAL        	07-17618-01  	3013060	1	40591.59982	4
HI	HONOLULU	"QUEEN'S MEDICAL CENTER, THE        "	53-29377-03	3038244	4	40591.70681	4
IN	GREENCASTLE	PUTNAM COUNTY HOSPITAL             	13-26028-02  	3032363	3	40592	3
MI	MATTAWAN	"MPI RESEARCH, INC.                 "	21-11315-02  	3008546	3	40592	4
MI	MONROE	The Toledo Hospital Cardiac Testing Center Monroe	21-26562-01  	3033455	3	40592	4
MO	WARRENSBURG	WESTERN MISSOURI MEDICAL CENTER    	24-32222-01  	3035258	3	40592	4
MO	WILDWOOD	"MARIAN MEDICAL SERVICES, LLC       "	24-29248-01  	3037399	4	40592	4
VA	QUANTICO	"JUSTICE, DEPARTMENT OF             "	45-23722-01  	3030662	1	40592.25287	4
MA	WILMINGTON	"MORPHO DETECTION, INC.             "	20-23904-01E 	3036457	0	40592.65108	4
IN	EVANSVILLE	EVANSVILLE CANCER CENTER           	13-25945-01  	3030712	3	40596	4
IN	INDIANAPOLIS	"St. Vincent Medical Group, Inc.          "	13-19923-01  	3019538	3	40596	4
MI	FARMINGTON HILLS	"TES CONSULTANTS, P.C.              "	21-32150-01  	3034920	3	40596	4
MI	ST. CLAIR SHORES	MEDICAL RESOURCES GROUP            	21-32409-01  	3036056	3	40596	4
NY	HOLBROOK	"THYRO-CAT, LLP                     "	31-30650-01  	3035758	1	40596	4
OH	DUBLIN	CARDINAL HEALTH                    	34-29200-01MD	3036973	3	40596	4
WI	MILWAUKEE	"AECOM USA,INC. AND AECOM,INC.      "	48-18672-01  	3014020	3	40596.54089	4
MI	TAYLOR	"SOMAT ENGINEERING, INC.            "	21-24685-01  	3029146	3	40596.55861	3
VA	WOODBRIDGE	"TESTING TECHNOLOGIES, INC.         "	45-25007-01  	3030657	1	40596.61182	4
AK	ANCHORAGE	"ALASKA INDUSTRIAL X-RAY, INC.      "	50-16084-01  	3010346	4	40597	3
CA	Rancho Dominguez   	"GE Inspection Services, Inc."	04-24888-01	3038303	3	40597	4
HI	WAIPAHU	"PSC CONSULTANTS, LLC.              "	53-29020-01  	3031973	4	40597	4
IN	Bedford	"Heart and Vascular Clinic, The"	13-32820-01	3038425	3	40597	2
IN	LAWRENCEBURG	INDIANA MICHIGAN POWER             	13-32728-01  	3037884	3	40597	4
MI	Auburn Hills	"Oasis Advanced Engineering, Inc."		4038363	3	40597	2
MI	GREENVILLE	"L. S. ENGINEERING, INC.            "	21-32296-01  	3035620	3	40597	3
MO	COLUMBIA	CURATORS OF THE UNIVERSITY OF MO   	24-00513-32  	3002278	3	40597	6
MO	ST. LOUIS	ST. ANTHONY'S MEDICAL CENTER       	24-01041-04  	3010108	3	40597	3
WV	PARKERSBURG	CAMDEN-CLARK MEMORIAL HOSPITAL CORPORATION	47-11709-01  	3003394	1	40597	4
NC	CHARLOTTE	"STERIGENICS INTERNATIONAL, INC.    "	32-31005-01E 	3037764	0	40597.6638	4
IN	BATESVILLE	MARGARET MARY COMMUNITY HOSPITAL   	13-26494-01  	3033149	3	40598	4
KS	Overland	"Diagnostic Imaging Centers, P.A."	15-32819-01	3038424	3	40598	1
MD	ABERDEEN PROV. GRND	"ARMY, DEPARTMENT OF THE            "	19-00294-24  	3031110	1	40598	3
MI	BLOOMFIELD HILLS	"RADIOLOGY ASSOCIATES, P.C.         "	21-16754-01  	3011590	3	40598	4
MI	MUSKEGON	"MAHLE ENGINE COMPONENTS USA, INC.  "	21-12192-01  	3004910	3	40598	3
MO	KANSAS CITY	"DIAGNOSTIC IMAGING CENTERS, P.A.   "	24-20047-01  	3017683	3	40598	3
MO	KANSAS CITY	"DIAGNOSTIC IMAGING CENTERS, P.A.   "	24-20047-01  	3017683	3	40598	5
WY	CHEYENNE	FRONT RANGE NUCLEAR SERVICES       	49-27531-01  	3033968	4	40598	4
WY	CHEYENNE	MEMORIAL HOSPITAL OF LARAMIE CTY.  	49-01380-01  	3003496	4	40598	4
CT	HAMDEN	WHITNEY IMAGING CENTER             	06-30432-01  	3034653	1	40599	4
CT	STRATFORD	STV INCORPORATED                   	06-30049-01  	3033206	1	40599	4
CT	WATERBURY	WATERBURY HOSPITAL HEALTH CENTER   	06-02406-01  	3001251	1	40599	4
CT	WATERBURY	"CARDIOLOGY ASSOCIATES OF WATERBURY, P.C."	06-30218-01  	3033854	1	40599	5
ID	BOISE	ST. LUKE'S REGIONAL MEDICAL CENTER 	11-27312-01  	3032196	4	40599	4
MO	POPLAR BLUFF	"SCHULTZ & SUMMERS ENGINEERING, INC."	24-32159-01  	3034973	3	40599	4
MO	SPRINGFIELD	ST. JOHN'S HOSPITAL-SPRINGFIELD    	24-00866-02  	3002285	3	40599	4
PA	WEXFORD	"CDL NUCLEAR TECHNOLOGIES, INC.     "	37-30120-01  	3033422	1	40599	4
SD	SIOUX FALLS	AVERA MCKENNAN HOSPITAL            	40-16571-01  	3011252	4	40599	4
UT	SANDY	APPLIED GEOTECHNICAL ENGINEERING   	43-27062-01  	3032097	4	40599	3
WV	OAK HILL	PLATEAU MEDICAL CENTER             	47-25469-01  	3035028	1	40599	4
WY	CASPER	WYOMING MEDICAL CENTER             	49-00152-02  	3003495	4	40599	4
IN	MICHIGAN CITY	"Franciscan Alliance, Inc. d/b/a Franciscan St. Anthony Health - Michigan City"	13-13144-02  	3009928	3	40599.4066	4
MA	STOUGHTON	"SHAW ENVIRON. & INFRASTRUCTURE, INC"	20-31340-01  	3037850	1	40599.58295	8
AZ	PHOENIX	"HEALTH & HUMAN SERVICES, DEPT. OF  "	02-13990-01  	3001211	4	40602	4
CN	"OTTAWA, ONTARIO"	NORDION (CANADA) INC.	54-28275-01  	3030788	1	40602	4
CN	"OTTAWA, ONTARIO"	NORDION (CANADA) INC.	54-28275-02MD	3030793	1	40602	4
HI	WAIPAHU	"PSC CONSULTANTS, LLC.              "	53-29020-01  	3031973	4	40602	3
HI	WAIPAHU	"PSC CONSULTANTS, LLC.              "	53-29020-01  	3031973	4	40602	4
ID	BOISE	MCMILLEN LLC                       	11-29373-01  	3038207	4	40602	4
ID	BOISE	"MCMILLEN, LLC                       "	11-29373-01  	3038207	4	40602	4
ID	LEWISTON	CLEARWATER PAPER CORPORATION       	11-27075-01  	3032229	4	40602	3
IN	ELKHART	ELKHART GENERAL HOSPITAL           	13-18879-01  	3017305	3	40602	3
MD	COLLEGE PARK	"HEALTH & HUMAN SERVICES, DEPARTMENT OF  "	19-30771-01  	3036120	1	40602	4
MI	ANN ARBOR	"MICHIGAN, UNIVERSITY OF            "	21-00215-04  	3001988	3	40602	3
MI	KALAMAZOO	"PARAGON HEALTH, P.C.               "	21-32302-01  	3035643	3	40602	5
MO	KANSAS CITY	CHILDREN'S MERCY HOSPITAL          	24-15513-01  	3009259	3	40602	3
MO	SPRINGFIELD	MISSOURI STATE UNIVERSITY          	24-11585-04  	3018583	3	40602	4
MO	ST. LOUIS	THE BOEING COMPANY                 	24-02261-03  	3005081	3	40602	3
WV	BENWOOD	CONSOLIDATION COAL COMPANY         	47-31367-01  	3038027	1	40602	4
WV	PRINCETON	"WEST VIRGINIA RADIATION THERAPY SERVICES, INC.      "	47-25296-01  	3033538	1	40602	4
WY	GILLETTE	"CONSOLIDATED ENG. & MAT'LS TESTING,"	49-26921-01  	3030369	4	40602	4
DE	MILLVILLE	"CARDIOVASCULAR  CONSULTANTS OF SOUTHERN DELAWARE, LLC       "	07-27897-01  	3029521	1	40602.28542	4
NM	HOBBS	"ENRICHMENT TECHNOLOGY, U.S., INC."		7007024	0	40602.54706	2
CT	BRADFORD	"ECLIPSE SYSTEMS, INC.              "	06-31169-01  	3037293	1	40602.59349	4
MI	SOUTHFIELD	CARDIOVASCULAR DIAGNOSTICS         	21-26259-01  	3031987	3	40602.64656	5
NJ	MOUNT LAUREL	"GOLDER ASSOCIATES, INC.            "	29-28576-01  	3031907	1	40602.66308	3
NJ	MORRIS PLAINS	"TETRA TECH EC, INC.                "	29-31396-01  	3038199	1	40602.71049	8
PA	CANONSBURG	MCELROY COAL COMPANY               	37-25561-01  	3035721	1	40602.72827	4
IN	BLOOMINGTON	Indiana University Proton Therapy Center	13-32785-01	3038249	3	40603	4
MI	DETROIT	"DETROIT MEDICAL CENTER,            "	21-20085-01  	3017944	3	40603	5
MO	BRANSON	BRANSON HEART CENTER               	24-32116-01  	3034876	3	40603	4
MO	COLUMBIA	CURATORS OF THE UNIVERSITY OF MO   	24-00513-32  	3002278	3	40603	4
MO	CREVE COEUR	BERLAND DIAGNOSTICS IMAGING CENTER 	24-32071-02  	3034988	3	40603	5
MO	INDEPENDENCE	CENTERPOINT MEDICAL CTR OF IND.LLC 	24-18655-01  	3013994	3	40603	4
MO	KANSAS CITY	ST. JOSEPH HEALTH CENTER           	24-02704-01  	3002310	3	40603	4
MO	ST. CHARLES	"SCI ENGINEERING, INC.              "	24-20039-01  	3017675	3	40603	3
MO	ST. LOUIS	COLBY & THIELMEIER TESTING COMPANY 	24-13737-01  	3005159	3	40603	5
MO	ST. PETERS	BARNES-JEWISH ST. PETER'S HOSPITAL 	24-18968-01  	3017414	3	40603	3
OH	PERRYSBURG	"TESTMASTER INSPECTION CO, INC      "	34-24872-02  	3035090	3	40603.69311	5
MO	KANSAS CITY	MIDWEST RESEARCH INSTITUTE         	24-02564-02  	3005083	3	40603.72861	4
AK	ANCHORAGE	"ALASKA, UNIVERSITY OF              "	50-19346-01  	3017465	4	40604	3
AK	ANCHORAGE	BERING SEA ENVIRONMENTAL (BSEN)    	50-29273-01  	3037559	4	40604	8
ID	IDAHO FALLS	"QAL-TEK ASSOCIATES, LLC            "	11-27610-01  	3034866	4	40604	4
MI	FLINT	HURLEY MEDICAL CENTER              	21-00338-02  	3001993	3	40604	4
MI	SOUTH HAVEN	SOUTH HAVEN COMMUNITY HOSPITAL     	21-26266-01  	3032015	3	40604	3
MI	SOUTHFIELD	"CARDIOVASCULAR CLINICAL ASSOC., PC "	21-26391-01  	3032696	3	40604	4
MO	COLUMBIA	Boon Hospital Cardiac Diagnostic Center                 	24-32061-01  	3034646	3	40604	4
MO	COLUMBIA	BOONE HOSPITAL CENTER              	24-01565-01  	3002304	3	40604	4
MO	ST. LOUIS	CHRISTIAN HOSPITAL                 	24-13383-01  	3002382	3	40604	4
SD	RAPID CITY	"RAPID CITY REGIONAL HOSPITAL, INC. "	40-00238-04  	3003231	4	40604	4
MI	GREENVILLE	"L. S. ENGINEERING, INC.            "	21-32296-01  	3035620	3	40604.41308	3
NH	BELMONT	"PIKE INDUSTRIES, INC.              "	28-28599-01  	3032021	1	40604.44623	3
IN	ELKHART	ELKHART GENERAL HOSPITAL           	13-18879-01  	3017305	3	40604.49602	5
VA	WINCHESTER	"POLE BROTHERS IMAGING COMPANY, LLC "	45-25383-01  	3034342	1	40604.66382	4
AR	NORTH LITTLE ROCK	"V. A., DEPARTMENT OF               "	03-23853-01VA	3034325	3	40605	6
CT	ROCKY HILL	"JGI EASTERN, INC.                  "	06-30794-01  	3036182	1	40605	5
MA	WINCHESTER	"HEALTH & HUMAN SERVICES, DEPARTMENT  OF  "	20-08361-01  	3004675	1	40605	8
MI	WARREN	"ARMY, DEPARTMENT OF THE            "	21-01222-05  	3011612	3	40605	5
MO	CLINTON	GOLDEN VALLEY MEMORIAL HOSPITAL    	24-16597-01  	3011317	3	40605	3
MO	HANNIBAL	HANNIBAL REGIONAL HOSPITAL         	24-18988-01  	3017616	3	40605	3
TX	HOUSTON	VARCO L.P.                         	42-02084-02  	3006399	4	40605	4
UT	DUGWAY	Department of the Army	43-01316-11	3038429	4	40605	1
WY	WRIGHT	"THUNDER BASIN COAL COMPANY, L.L.C. "	49-19694-01  	3019109	4	40605	4
WV	CEREDO	DOCKS CREEK LLC.              	47-25500-02  	3037573	1	40605.50251	4
WV	KEYSER	QUARRY RIDGE ASPHALT               	47-25444-01  	3034786	1	40605.61073	4
PA	CHAMBERSBURG	"PROFESSIONAL INSPECTION AND TESTING SERVICES, INC"	37-28744-01  	3032721	1	40605.77928	5
AL	ANNISTON	"ARMY, DEPARTMENT OF THE"	SUB-1602	4038364	1	40606	2
CT	TRUBULL	"HEALTHCENTER IMAGING OF FAIRFIELD COUNTY, L.L.C."	06-31417-01	3038337	1	40606	5
IN	BLOOMINGTON	Indiana University Health Bloomington Hospital             	13-10408-02  	3001644	3	40606	4
IN	SOUTH BEND	XRC MEDICAL IMAGING LLC            	13-32706-01  	3037795	3	40606	5
MD	DICKERSON	"NEUTRON PRODUCTS, INC.             "	19-25203-01	3038295	1	40606	4
MI	MANISTEE	WEST SHORE MEDICAL CENTER          	21-16277-01  	3010713	3	40606	3
MO	COLUMBIA	CURATORS OF THE UNIVERSITY OF MO   	24-00513-39  	3032695	3	40606	4
MO	FREDERICKTOWN	MADISON MEDICAL CENTER             	24-32309-01  	3035673	3	40606	3
MO	St. Louis	"Petrocon Engineering Testing Labs, LLC"		3038432	3	40606	2
MO	ST. LOUIS	"MIDWEST TESTING, INC.              "	24-24619-02  	3032036	3	40606	4
OH	CINCINNATI	VEGA Americas Corporation            	34-00639-04  	3035076	3	40606	4
OK	FORT SILL	"ARMY, DEPARTMENT OF THE            "	35-10202-01  	3002902	4	40606	4
PA	SAXONBURG	BRAYMAN CONSTRUCTION CORPORATION   	37-30880-01  	3036501	1	40606	4
PR	SAN JUAN	"PUERTO RICO, UNIVERSITY OF         "	52-01946-07  	3013584	1	40606	4
WY	CHEYENNE	MEMORIAL HOSPITAL OF LARAMIE CTY.  	49-01380-01  	3003496	4	40606	4
WY	KEMMERER	CHEVRON MINING INC                 	49-17605-04  	3033273	4	40606	4
CT	NEW HAVEN	HOSPITAL OF ST. RAPHAEL            	06-00200-03  	3001238	1	40609	4
MI	BERKLEY	NORTHPOINTE HEART CENTER           	21-25833-01  	3030186	3	40609	4
MI	DETROIT	"NARSIMHA REDDY GOTTAM, M.D.       "	21-32506-01  	3036557	3	40609	4
MI	KALAMAZOO	Borgess Cardiology Group      	21-24540-01  	3028802	3	40609	3
MO	CAPE GIRARDEAU	"BOWEN ENGINEERING & SURVEYING, P.C."	24-25896-01  	3030496	3	40609	4
OH	CINCINNATI	H. C. NUTTING COMPANY              	34-18882-03  	3037135	3	40609	4
PR	HATO REY	"SOMASCAN, INC.                     "	52-25617-01  	3036194	1	40609	4
PR	SAN JUAN	"SANTIAGO GARCIA, MIGUEL A., M.D.   "	52-25245-01  	3033153	1	40609	4
VT	VERNON	"R.O.V. TECHNOLOGIES, INC.          "	44-30912-01  	3036563	1	40609	7
WA	TACOMA	"ARMY, DEPT OF THE"	46-02645-03  	3003368	4	40609	4
WV	CHARLESTON	"SCOTT E. MILLER, M.D.,F.A.C.C.,PLLC"	47-25560-01  	3035715	1	40609	3
NY	BUFFALO	"QUALITY INSPECTION SERVICES, INC.  "	31-30187-01  	3033722	1	40609.50258	4
AS	PAGO PAGO	MCCONNELL DOWELL (AMERICAN SAMOA) LTD	56-29396-01	3038318	4	40610	4
CT	DANBURY	MANNKIND CORPORATION               	06-30720-01  	3035937	1	40610	5
IN	VINCENNES	GOOD SAMARITAN HOSPITAL            	13-01787-01  	3001600	3	40610	4
MO	KANSAS CITY	The University of Kansas Cancer Center	24-32517-01  	3036583	3	40610	4
WY	JACKSON	"WOMACK & ASSOCIATES, INC."	49-29424-01	3038430	4	40610	2
HI	HONOLULU	"PA'INA HAWAII, LLC                 "	53-29296-01  	3036974	4	40610.39523	4
GU	TAMUNING	"GEO-ENGINEERING & TESTING, INC.    "	56-18173-02  	3036590	4	40611	4
HI	HONOLULU	"HAWAII, UNIVERSITY OF              "	53-00017-23  	3007517	4	40611	4
MI	FARMINGTON HILLS	BOTSFORD GENERAL HOSPITAL          	21-08892-01  	3002077	3	40611	4
MI	MUSKEGON	"MAHLE ENGINE COMPONENTS USA, INC.  "	21-12192-01  	3004910	3	40611	7
MO	CAPE GIRARDEAU	SOUTHEAST MISSOURI HOSPITAL        	24-00128-03  	3002264	3	40611	4
MO	ST. LOUIS	AMERICAN RADIOLABELED CHEMICALS    	24-21362-01  	3020567	3	40611	4
TX	FT. HOOD	"ARMY, DEPARTMENT OF THE            "	42-19113-01  	3016084	4	40611	4
TN	OAK RIDGE	"SPECTRUM TECHNIQUES, INC.          "	41-23845-01E 	3034126	0	40611.47465	3
PA	PITTSBURGH	"TOMAYKO GROUP, L.L.C. (THE)        "	37-28520-01  	3031697	1	40611.48924	4
MD	BETHESDA	"HEALTH & HUMAN SERVICES, DEPARTMENT OF  "	19-00296-21  	3037773	1	40611.51678	4
PR	VEGA ALTA	"STERIS ISOMEDIX PUERTO RICO, INC.     "	52-24994-01  	3030578	1	40611.52493	4
CA	LA PALMA	"ARCO ENVIRONMENTAL REMEDIATION, LLC"	SNM-1993     	7003078	1	40611.55068	8
AK	ANCHORAGE	"ALASKA HEART INSTITUTE, LLC        "	50-29111-01  	3034474	4	40612	4
AR	WHITE HALL	WASHINGTON DEMILITARIZATION CO.    	03-27724-01  	3035960	4	40612	5
ID	CALDWELL	"WEST VALLEY MEDICAL CENTER, INC.   "	11-27087-01  	3032242	4	40612	8
SD	PIERRE	SOUTH DAKOTA DEPT. OF TRANSPORTATION	40-08669-04  	3006371	4	40612	4
MO	KANSAS CITY	MIDWEST RESEARCH INSTITUTE         	24-02564-02  	3005083	3	40612.60955	4
MO	CHESTERFIELD	ST. LUKE'S HOSPITAL                	24-01570-03  	3002305	3	40612.62235	3
MA	WILMINGTON	"MORPHO DETECTION, INC.             "	20-23904-01E 	3036457	0	40612.68768	4
MI	BINGHAM FARMS	CARDIOLOGY ASSOCIATES of BIRMINGHAM 	21-26237-01  	3031887	3	40613	3
MI	FARMINGTON HILLS	BOTSFORD GENERAL HOSPITAL          	21-08892-01  	3002077	3	40613	4
MO	JEFFERSON CITY	"CENTRAL MISSOURI CARDIOLOGY, P.C.  "	24-32441-01  	3036211	3	40613	4
PR	SANTA ISABEL	CARIBBEAN INSPECTION & NDT SERVICES	52-25629-01  	3036301	1	40613	4
WY	CHEYENNE	"INTERIOR, DEPARTMENT OF THE        "	49-23316-01  	3020904	4	40613	4
ID	IDAHO FALLS	"EASTERN IDAHO HEALTH SERVICES, INC."	11-27346-01  	3032290	4	40616	4
ID	Twin Falls	"Gordon Paving Company, Inc."	11-29418-01	3038402	4	40616	4
IN	FORT WAYNE	"QHG OF INDIANA, INC.               "	13-01535-01  	3001594	3	40616	4
MO	ST. LOUIS	"CARDIOLOGY DIAGNOSTICS, LTD.       "	24-32314-01  	3035804	3	40616	5
OH	North Canton	"Hidden Water, Inc."		3038433	3	40616	2
VT	RUTLAND	RUTLAND REGIONAL MEDICAL CENTER    	44-14121-01  	3007587	1	40616	4
VT	RUTLAND	GREEN MOUNTAIN CARDIOLOGY          	44-30831-01  	3036360	1	40616	5
VT	SOUTH BURLINGTON	CHAMPLAIN VALLEY CARDIOVASCULAR ASSOCIATES	44-30682-01  	3035839	1	40616	4
AR	LITTLE ROCK	"GRUBBS, HOSKYN, BARTON & WYATT,INC."	03-17243-01  	3012413	4	40616.45696	4
AK	FAIRBANKS	FAIRBANKS MEMORIAL HOSPITAL        	50-13648-01  	3003509	4	40617	4
AZ	TEMPE	"AMEC EARTH & ENVIRONMENTAL, INC.   "	02-29087-01  	3033797	4	40617	4
CA	LANCASTER	"Q. C. CONSULTANTS, INC.            "	04-29113-01  	3034494	4	40617	8
DC	WASHINGTON	WASHINGTON HOSPITAL CENTER         	08-03604-05  	3035985	1	40617	4
ID	BOISE	"WESTERN CONSTRUCTION, INC.         "	11-27359-01  	3032300	4	40617	4
MT	BILLINGS	"PIONEER WIRELINE SERVICES, LLC     "	25-27802-01  	3036849	4	40617	4
SD	YANKTON	AVERA SACRED HEART HOSPITAL        	40-01683-01  	3003235	4	40617	4
WY	WORLAND	MCGARVIN-MOBERLY CONSTRUCTION CO.  	49-27065-01  	3032107	4	40617	3
WV	NUTTER FORT	"ASSOCIATED SPECIALISTS, INC.        "	47-31344-02  	3037941	1	40617.3741	4
VT	RANDOLPH	"APPLIED RESEARCH ASSOCIATES, INC."	44-31434-01	3038428	1	40617.52573	2
MI	KALAMAZOO	HOT SHOTS NUCLEAR MEDICINE         	21-32778-01MD	3038175	3	40617.63046	4
MI	CADILLAC	"WILCOX ASSOCIATES, INC.            "	21-23314-01  	3020901	3	40617.63672	4
MI	CADILLAC	MERCY HOSPITAL - CADILLAC          	21-10717-01  	3002088	3	40617.64382	3
IN	BEECH GROVE	Fransiscan St. Francis Health	13-02128-03  	3009398	3	40618	4
MA	WILMINGTON	"THERMO EGS GAUGING, INC.           "	20-20675-02  	3034366	1	40618	4
MD	COLUMBIA	NUCLETRON CORPORATION              	19-28772-01  	3032842	1	40618	4
MI	KENTWOOD	"MICHIGAN MEDICAL, P.C.             "	21-32410-01  	3036057	3	40618	4
MI	LANSING	INGHAM REGIONAL MEDICAL CENTER     	21-04073-01  	3002037	3	40618	4
MI	ROCHESTER HILLS	ROCHESTER CARDIOLOGY ASSOCIATES    	21-32295-01  	3035619	3	40618	3
PA	TITUSVILLE	"SENSOR SERVICES, INC.              "	37-30981-01  	3036780	1	40618	4
TN	KINGSPORT	"PRECISION PRODUCT TECHNOLOGIES, INC"	41-25100-01  	3031722	1	40618	4
VA	NEWPORT NEWS	HUNTINGTON INGALLS INCORPORATED	45-09428-02  	3006585	1	40618	4
VA	NEWPORT NEWS	HUNTINGTON INGALLS INCORPORATED	45-09428-03  	3006586	1	40618	4
MI	DEARBORN	"CAMMENGA & ASSOCIATES, LLC      "	21-26460-02E 	3033020	0	40618.45967	4
CA	MENLO PARK	"INTERIOR, DEPARTMENT OF THE        "	04-06674-07  	3013620	4	40619	4
